刑事附带民事	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。
犯罪构成	发展	NA	通过重新配置故意杀人罪的现行刊罚以实现尊重、保障和发展人权之刑法目的;通过典型化现行故意杀人罪中的情节较轻、增加故意杀人罪典型的加重情节从而实现罪刑均衡;通过明确设定故意杀人罪的加重或者减轻的犯罪构成从而实现罪刑法定。

被害人	刑事责任	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

逃逸	指使	NA	但《解释》中关于重伤3人以上才构成犯罪、“交通肇事后逃逸”、“因逃逸致人死亡”以及“交通肇事后指使肇事人逃逸。

逃逸	指使	NA	司法解释规定指使者与受指使逃逸的交通肇事者构成交通肇事罪的共犯。

逃逸	指使	NA	对于指使没有构成交通肇事罪的人逃逸的如何处理。

逃逸	指使	NA	交通肇事罪的司法解释规定指使肇事者逃逸的以共犯论处。

中级人民法院	有期徒刑	NA	被告人夏某与张茹月(另案判决)在被告人吴丹(曾因犯贩卖毒品罪于2006年3月被云南省大理白族自治州中级人民法院判处有期徒刑。

未遂	刑事责任	NA	只能追究行为人故意杀人未遂的刑事责任。

安机关	公诉部	NA	公安机关交管部门制作的《交通事故认定书》(以下简称《认定书》)一直是检察机关公诉部门起诉交通肇事罪的控诉证据。

批捕	故意杀人罪	NA	淮南市谢家集区检察院以故意杀人罪对犯罪嫌疑人陶丽进行批捕。

犯罪	法制	NA	这些犯罪是①流氓罪;②故意伤害罪;③拐卖人口罪;④非法制造、买卖、运输或者盗窃、抢夺枪支弹药、爆炸物罪。

交通肇事	自首	NA	因而使得交通肇事案件的自首的认定比其他案件复杂。

交通肇事	自首	NA	浙江高级人民法院认为交通肇事后肇事人报警并保护现场不属于自动投案进而不能认定为自首。

交通肇事	自首	NA	在《意见》中规定交通肇事后报案并接受处理的情形不认定自首;交通肇事逃逸后向有关机关。

交通肇事	自首	NA	交通肇事后自首或部分履行救助义务不应全部认定为逃逸。

交通肇事	自首	NA	因而对大多数的交通肇事案件都认定为自首。

交通肇事	自首	NA	交通肇事罪第一量刑幅度本身并不隐含自首情节。

刑法	谦抑原则	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

被告人	故意杀人案	NA	也应正确理解和把握民间矛盾激化所引发的故意杀人案件中被害人过错、被告人赔偿、被害方谅解等因素对于死刑适用的影响。

犯罪嫌疑人	纠纷	NA	把一场并不复杂的乡邻纠纷弄得迷雾重重:先是以故意伤害罪对犯罪嫌疑人提请逮捕。

纠纷	赔偿	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

法定刑	加重情节	NA	交通肇事罪法定刑的设置;逃逸行为应属定罪情节还是加重情节;逃逸行为与责任认定;肇事后逃逸的情形下可否成立自首等问题都值得理论界思考。

犯罪	法益	NA	认为我国应该完善故意杀人罪这种情况复杂、侵害法益严重、不同的处罚后果差别重大的犯罪的罪状描述。

人民法院	诈骗罪	NA	北京市第一中级人民法院以故意杀人罪、盗窃罪、诈骗罪合并判处被告人闫烁死刑。

吸毒者	毒品	NA	分别以贩卖毒品罪、非法持有毒品罪或者非罪定性处理;对吸毒者已经吸食、注射之毒品不得再计入非法持有毒品的数量之中。

民事诉讼	刑事附带民事诉讼	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

定罪	法律	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

抢劫罪	财物	NA	实践中在审理寻衅滋事罪与抢劫罪、故意伤害罪、故意毁坏财物罪的案件的时候。

抢劫罪	财物	NA	实践中在审理寻衅滋事罪与抢劫罪、故意伤害罪、故意毁坏财物罪的案件的时候。

案件	认定	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

行为人	定罪处罚	NA	我国司法实践中将实施安乐死的行为人以故意杀人罪定罪处罚。

适用死刑	司法	NA	并纠正司法中对于故意杀人罪优先考虑适用死刑之陈见;同时。

交通肇事罪	基本犯	NA	但该款所指的情形既不成立交通肇事罪基本犯的共犯 。

交通肇事罪	基本犯	NA	仍应适用交通肇事罪基本犯的法定刑。

法益	危险犯	NA	过失危险犯只能存在于危害公共安全法益的犯罪中 。

审理	最高人民法院	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

《解释》	刑事案件	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

不作为	安乐死	NA	消极安乐死因不具有作为义务而不构成不作为的故意杀人罪。

犯罪	交通肇事	NA	交通肇事犯罪人属于一般自然人主体。

犯罪	交通肇事	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

犯罪	交通肇事	NA	交通肇事罪作为传统的过失犯罪。

犯罪	交通肇事	NA	 虽然都属于交通肇事犯罪。

犯罪	交通肇事	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

犯罪	交通肇事	NA	以危险方法危害公共安全罪与交通肇事罪的区别主要在于犯罪主观方面的不同。

犯罪	交通肇事	NA	交通肇事犯罪也呈逐  年上升趋势。

提起公诉	故意杀人罪	NA	其后他和医生被检察机关以故意杀人罪提起公诉。

提起公诉	故意杀人罪	NA	她却因亲手掐死亲生女儿而被北京市朝阳区人民检察院以故意杀人罪提起公诉。

提起公诉	故意杀人罪	NA	由海淀区人民检察院以故意杀人罪依法提起公诉的全国第2起“铊”投毒案。

人民法院	交通肇事罪	NA	最高人民法院的有关司法解释修改了现行刑法中的交通肇事罪的成立要件。

人民法院	交通肇事罪	NA	从刑法分则对交通肇事罪的规定和最高人民法院关于交通肇事罪的司法解释来看。

人民法院	交通肇事罪	NA	杭州市当地人民法院以交通肇事罪判处飙车案被告人胡斌有期徒刑3年。

人民法院	交通肇事罪	NA	最高人民法院《关于审理交通肇事刑事案件具体应用法律若干问题的解释》将交通事故责任规定为认定交通肇事罪的成立条件。

人民法院	交通肇事罪	NA	最高人民法院《关于审理交通肇事罪刑事案件具体应用法律若干问题的解释》第6条的规定值得商榷。

人民法院	交通肇事罪	NA	有些人民法院在审理交通肇事罪时。

交通肇事	共同过失	NA	能圆满解决诸多疑难:不存在共同过失犯;《关于审理交通肇事刑事案件具体应用法律若干问题的解释》未侵犯立法权;逃逸无需独立成罪。

交通肇事	刑事	NA	现将审理交通肇事刑事案件具体应用法律的若干问题解释如下: 第一条 从事交通运输人员或者非交通运输人。

交通肇事	刑事	NA	审理交通肇事犯罪引发的民事赔偿纠纷应严格按照刑事附带民事诉讼模式解决。

交通肇事	刑事	NA	交通肇事案件已经成为我县常态多发刑事案件。

交通肇事	刑事	NA	最高人民法院审判委员会出台了《关于审理交通肇事刑事案件具体应用法律若干问题的解释》 。

交通肇事	刑事	NA	围绕交通肇事而产生的刑事疑难问题并不鲜见。

交通肇事	刑事	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

共犯	逃逸	NA	司法解释规定指使者与受指使逃逸的交通肇事者构成交通肇事罪的共犯。

共犯	逃逸	NA	设立交通肇事逃逸罪是合理的;交通肇事逃逸中的共同犯罪宜定为交通肇事逃逸罪的共犯。

共犯	逃逸	NA	交通肇事罪的司法解释规定指使肇事者逃逸的以共犯论处。

审判实践	刑事案件	NA	审判实践中应严格按照最高人民法院《关于审理破坏公用电信设施刑事案件具体应用法律若干问题的解释》(以下简称《解释》)中列举规定的危害公共安全和严重后果的具体情形进行定罪和量刑。

主观方面	客观方面	NA	故意杀人罪从严情节大致可分为主体、主观方面、客观方面三个方面。

被告人	判处死刑	NA	【案情】被告人李德东因犯故意杀人罪被判处死刑。

刑事政策	被害人	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

司法实践	寻衅滋事罪	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

司法实践	寻衅滋事罪	NA	不是寻衅滋事罪的主观要素;刑法理论与司法实践不应过分注重寻衅滋事罪与故意伤害罪、敲诈勒索罪、故意毁坏财物罪的区别。

首要分子	积极参加者	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

首要分子	积极参加者	NA	对致人重伤、死亡一方的首要分子、直接致害人以及其他积极参加者都应以故意伤害罪或故意杀人罪定罪处罚;对被重伤、死亡一方的首要分子和其他积极参加者。

交通肇事	法定刑	NA	交通肇事罪法定刑的设置;逃逸行为应属定罪情节还是加重情节;逃逸行为与责任认定;肇事后逃逸的情形下可否成立自首等问题都值得理论界思考。

交通肇事	法定刑	NA	仍应适用交通肇事罪基本犯的法定刑。

交通肇事	法定刑	NA	不能不加区别地一律定交通肇事罪适用刑法第133条第3档法定刑。

交通肇事	法定刑	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

交通肇事	法定刑	NA	交通肇事逃逸致人死亡的法定刑对本来还构成的遗弃罪或者不作为的故意杀人罪一并作了刑罚评价。

作为义务	故意杀人罪	NA	消极安乐死因不具有作为义务而不构成不作为的故意杀人罪。

故意伤害罪	被告人	NA	以故意伤害罪判处被告人施世俊有期徒刑3年6个月。

故意伤害罪	被告人	NA	【裁判摘要】被告人的行为虽构成故意伤害罪。

故意伤害罪	被告人	NA	 新疆维吾尔自治区昌吉市人民检察院以被告人李建贵犯故意伤害罪。

故意伤害罪	被告人	NA	应当以故意伤害罪追究被告人的刑事责任。

故意伤害罪	被告人	NA	浙江省衢州市柯城区人民检察院以被告人姜方平犯私藏枪支、故意伤害罪。

故意伤害罪	被告人	NA	以故意伤害罪判处被告人肖建华死。

刑事责任	交通肇事罪	NA	这一规定从实质上改变了《刑法》第133条对交通肇事罪客观要件内容的规定;违反了民事责任和刑事责任不得相互转换的法律原理;并且与《刑法》第4条所规定的刑法面前人人平等原则相冲突。

刑事责任	交通肇事罪	NA	此规定的积极意义在于以被害人利益为导向的刑事政策 ;符合现代刑法的谦抑原则 ;符合对交通肇事罪刑事政策的发展趋势 ;符合过失损毁财物不负刑事责任的刑法基本原理 ;暗合了恢复性司法的精神。

刑事责任	交通肇事罪	NA	一般应以交通肇事罪追究行为人的刑事责任。

刑事责任	交通肇事罪	NA	在是否构成交通肇事罪和如何追究当事人的刑事责任等方面。

交通肇事罪	客体	NA	既然交通肇事罪侵犯的客体是交通运输安全 。

交通肇事罪	客体	NA	这需要从交通肇事罪的客体出发。

敲诈勒索罪	犯罪构成	NA	敲诈勒索罪与寻衅滋事罪的某些犯罪构成特征十分相似。

敲诈勒索罪	犯罪构成	NA	本文通过分别对敲诈勒索罪与寻衅滋事罪的犯罪构成进行分析。

证据	冤案	NA	笔者将从一件普通的故意伤害冤案成因来分析一下我国对非法证据的态度、刑事证明制度、刑事证明责任、刑事证明标准以及发展方向。
